assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,3,None,None,1,55037,None,,0,0,0,0,0.3,180,98,None,,0,3,0.9,1.4,3,Cheikhou,3.0,0,0,3.0,93,45,133,False,12.6,110,41,90,,None,50,0,0,None,0,,55037.jpg,3.0,0,0,Kouyaté,0.3,False,None,a,6,31,17.0,60,32,3,1250,1250,1530,1530,0.6,0.6,Kouyaté,0
0,0,22,None,None,1,55494,None,,0,0,0,0,0.7,163,48,None,,0,2,1.1,1.6,6,Joel,6.0,0,0,1.4,167,61,134,False,13.2,103,50,90,,None,45,0,0,None,0,,55494.jpg,6.0,0,0,Ward,2.0,False,None,a,6,31,0.0,192,77,6,10185,10185,9155,9155,1.3,1.3,Ward,0
0,0,0,None,None,0,58786,None,,0,0,0,0,0.0,256,101,None,,0,2,1.1,1.6,0,Martin,0.0,0,0,0.0,274,102,135,False,0.0,267,102,0,,None,45,0,0,None,0,,58786.jpg,0.0,0,0,Kelly,1.1,False,None,a,6,31,0.0,196,79,0,656,656,12224,12224,0.0,0.0,Kelly,0
0,0,0,0,0,0,59125,None,,0,0,0,0,0.0,258,28,None,,0,4,0.0,0.0,0,Connor,0.0,0,0,0.0,276,29,136,False,0.0,269,25,0,Unknown - Unknown return date,2020-09-06T03:00:11.034332Z,45,0,0,None,0,,59125.jpg,0.0,0,0,Wickham,1.3,False,None,i,6,31,0.0,198,29,0,5679,5679,13260,13260,0.0,0.0,Wickham,0
1,2,26,None,None,1,60252,5,,0,0,0,0,33.7,13,10,3,,0,3,1.6,2.1,8,Andros,8.0,0,0,6.4,40,19,137,False,28.4,31,11,90,,None,60,0,0,4,0,,60252.jpg,8.0,0,0,Townsend,0.7,False,None,a,6,31,2.0,125,61,8,14223,14223,5090,5090,1.3,1.3,Townsend,0
0,0,6,None,None,0,66975,1,,0,0,0,0,28.3,18,13,1,,0,3,1.6,2.1,1,Luka,1.0,0,0,3.4,86,41,138,False,6.0,156,65,16,,None,60,0,0,1,0,,66975.jpg,1.0,0,0,Milivojevic,0.9,False,None,a,6,31,0.0,470,179,1,1257,1257,7848,7848,0.2,0.2,Milivojevic,0
0,0,0,0,0,0,74230,2,,0,0,0,0,0.0,440,181,2,,0,2,0.0,0.0,0,Patrick,0.0,0,0,0.0,441,181,139,False,0.0,436,181,0,Shoulder Dislocation - Unknown return date,2020-08-15T10:00:11.682747Z,55,0,0,2,0,,74230.jpg,0.0,0,0,van Aanholt,0.1,False,None,i,6,31,0.0,418,177,0,108,108,974,974,0.0,0.0,van Aanholt,0
0,0,-7,None,None,1,80146,None,,0,0,0,0,0.8,160,21,None,,0,4,1.3,1.8,2,Jordan,2.0,0,0,2.9,97,18,140,False,9.2,130,9,90,,None,60,0,0,None,0,,80146.jpg,2.0,0,0,Ayew,6.1,False,None,a,6,31,19.0,54,19,2,16391,16391,52915,52915,0.3,0.3,Ayew,0
0,0,18,None,None,1,82403,None,,0,0,0,0,1.4,138,86,None,,0,3,1.9,2.4,8,Wilfried,8.0,0,1,5.4,48,24,141,False,31.6,28,10,90,,None,70,0,0,None,0,,82403.jpg,8.0,0,0,Zaha,9.2,False,None,a,6,31,21.0,45,21,8,66393,66393,45280,45280,1.1,1.1,Zaha,0
0,0,3,None,None,1,86417,None,,0,0,0,0,0.1,198,104,None,,0,3,1.3,1.8,2,Jeffrey,2.0,0,0,0.1,216,105,142,False,1.2,199,96,80,,None,55,0,0,None,0,,86417.jpg,2.0,0,0,Schlupp,0.1,False,None,a,6,31,0.0,423,152,2,244,244,617,617,0.4,0.4,Schlupp,1
0,0,0,None,None,0,141020,None,,0,0,0,0,0.0,385,142,None,,0,3,0.9,1.4,0,Max,0.0,0,0,0.0,392,143,143,False,0.0,386,141,0,,None,50,0,0,None,0,,141020.jpg,0.0,0,0,Meyer,0.1,False,None,a,6,31,0.0,353,115,0,106,106,574,574,0.0,0.0,Meyer,0
0,0,0,None,None,0,173954,None,,0,0,0,0,0.0,304,112,None,,0,3,0.5,1.0,0,Jairo,0.0,0,0,0.0,319,113,144,False,0.0,312,110,0,,None,45,0,0,None,0,,173954.jpg,0.0,0,0,Riedewald,0.2,False,None,a,6,31,0.0,254,76,0,401,401,1229,1229,0.0,0.0,Riedewald,0
0,0,0,0,0,0,232423,None,,0,0,0,0,0.0,222,80,None,,0,2,0.0,0.0,0,Nathan,0.0,0,0,0.0,241,81,145,False,0.0,233,81,0,Knee injury - Unknown return date,2020-08-26T09:30:07.992498Z,40,0,0,None,0,,232423.jpg,0.0,0,0,Ferguson,1.7,False,None,i,6,31,0.0,158,55,0,3459,3459,10626,10626,0.0,0.0,Ferguson,0
0,0,23,None,None,1,244723,None,,0,0,0,0,0.7,162,47,None,,0,2,0.5,1.0,6,Tyrick,6.0,0,0,1.8,143,50,146,False,17.6,74,37,90,,None,40,0,0,None,0,,244723.jpg,6.0,0,0,Mitchell,17.2,False,None,a,6,31,0.0,160,57,6,207191,207191,26461,26461,1.5,1.5,Mitchell,0
0,0,0,None,None,0,466955,None,,0,0,0,0,0.0,341,127,None,,0,3,0.5,1.0,0,Brandon,0.0,0,0,0.0,355,128,147,False,0.0,348,125,0,,None,45,0,0,None,0,,466955.jpg,0.0,0,0,Pierrick,0.1,False,None,a,6,31,0.0,298,94,0,324,324,781,781,0.0,0.0,Pierrick,0
0,1,24,None,None,1,19188,None,,0,0,0,0,0.4,174,56,None,,0,2,1.1,1.6,7,Scott,7.0,0,0,2.4,119,38,486,False,15.6,87,44,90,,None,45,0,0,None,0,,19188.jpg,7.0,0,0,Dann,1.1,False,None,a,6,31,8.0,73,14,7,24834,24834,7491,7491,1.6,1.6,Dann,0
0,0,3,100,75,0,232413,3,,0,0,0,0,8.8,86,52,None,,0,3,1.6,1.6,1,Eberechi,1.0,0,0,1.7,158,73,489,False,4.4,169,73,9,,2020-09-06T03:00:11.308404Z,60,0,0,None,0,,232413.jpg,1.0,0,0,Eze,0.6,False,None,a,6,31,4.0,104,56,1,4190,4190,4315,4315,0.2,0.2,Eze,0
0,0,0,75,None,0,221272,None,,0,0,0,0,0.0,220,78,None,,0,2,0.4,1.0,0,Sam,0.0,0,0,0.0,239,79,522,False,0.0,231,79,0,Knock - 75% chance of playing,2020-09-15T22:30:15.910235Z,40,0,0,None,0,,221272.jpg,0.0,0,0,Woods,0.3,False,None,d,6,31,0.0,155,52,0,7352,7352,1819,1819,0.0,0.0,Woods,0
0,0,0,None,None,0,20467,5,,0,0,0,0,0.0,473,184,None,,0,3,2.6,1.6,0,Theo,0.0,0,0,0.0,473,183,148,False,0.0,470,182,0,,None,60,0,0,None,0,,20467.jpg,0.0,0,0,Walcott,0.3,False,None,a,7,11,0.0,462,175,0,904,904,2711,2711,0.0,0.0,Walcott,0
0,0,0,75,50,0,41823,None,,0,0,0,0,0.0,351,130,None,,0,3,1.4,0.4,0,Fabian,0.0,0,0,0.0,363,131,149,False,0.0,356,128,0,Lack of match fitness - 75% chance of playing,2020-09-10T13:00:10.111328Z,50,0,0,None,0,,41823.jpg,0.0,0,0,Delph,0.0,False,None,d,7,11,0.0,309,98,0,50,50,670,670,0.0,0.0,Delph,0
0,0,3,None,None,0,55422,2,,0,0,0,0,0.3,189,103,2,,0,3,2.9,1.9,1,Gylfi,1.0,0,0,0.3,205,97,150,False,2.4,187,88,22,,None,70,0,0,1,0,,55422.jpg,1.0,0,0,Sigurdsson,1.6,False,None,a,7,11,0.0,509,200,1,1792,1792,10187,10187,0.1,0.1,Sigurdsson,0
0,0,0,None,None,0,57513,None,,0,0,0,0,0.0,254,20,None,,0,1,2.3,1.3,0,Jonas,0.0,0,0,0.0,273,36,151,False,0.0,266,36,0,,None,45,0,0,None,0,,57513.jpg,0.0,0,0,Lössl,0.2,False,None,a,7,11,0.0,194,20,0,356,356,857,857,0.0,0.0,Lössl,0
0,0,28,None,None,1,59949,None,,0,0,0,0,12.1,65,15,None,,0,2,2.6,1.6,6,Seamus,6.0,0,0,4.3,63,16,152,False,24.0,42,16,90,,None,50,0,0,None,0,,59949.jpg,6.0,0,0,Coleman,1.4,False,None,a,7,11,7.0,79,16,6,37498,37498,9841,9841,1.2,1.2,Coleman,0
0,0,0,0,0,0,66838,None,,0,0,0,0,0.0,479,49,None,,0,4,0.0,0.0,0,Cenk,0.0,0,0,0.0,479,49,153,False,0.0,476,47,0,Knee injury - Unknown return date,2020-08-15T10:00:11.707165Z,60,0,0,None,0,,66838.jpg,0.0,0,0,Tosun,0.0,False,None,i,7,11,0.0,469,49,0,69,69,96,96,0.0,0.0,Tosun,0
0,0,0,None,None,0,100649,4,,0,0,0,0,0.0,484,190,3,,0,3,2.6,1.6,0,Bernard,0.0,0,0,0.0,485,189,154,False,0.0,482,188,0,,None,60,0,0,None,0,,100649.jpg,0.0,0,0,Anício Caldeira Duarte,0.2,False,None,a,7,11,0.0,476,183,0,667,667,1918,1918,0.0,0.0,Bernard,0
1,3,38,None,None,1,101188,1,,0,0,0,0,19.9,32,8,1,,1,2,3.4,2.4,12,Lucas,12.0,0,0,6.1,42,10,155,True,40.8,15,7,90,,None,60,0,0,None,0,,101188.jpg,12.0,0,0,Digne,11.0,False,None,a,7,11,0.0,477,190,12,190512,190512,27421,27421,2.0,2.0,Digne,0
0,0,29,None,None,1,106611,None,,0,0,0,0,0.1,196,67,None,,0,2,2.6,1.6,6,Michael,6.0,0,0,2.6,113,35,156,False,25.8,37,13,90,,None,50,0,0,None,0,,106611.jpg,6.0,0,0,Keane,2.0,False,None,a,7,11,0.0,343,151,6,17569,17569,7650,7650,1.2,1.2,Keane,0
0,1,32,None,None,1,111234,None,,0,0,0,0,0.0,381,46,None,,0,1,3.0,2.0,8,Jordan,8.0,0,0,3.9,73,2,157,False,38.6,18,2,90,,None,50,0,0,None,0,,111234.jpg,8.0,0,5,Pickford,7.9,False,None,a,7,11,0.0,347,46,8,126474,126474,20362,20362,1.6,1.6,Pickford,0
0,0,11,None,None,1,120250,None,,0,0,0,0,3.3,108,67,None,,0,3,2.3,1.3,3,André Filipe,3.0,0,0,2.7,107,52,158,False,3.8,172,76,67,,None,55,0,0,None,0,,120250.jpg,3.0,0,0,Tavares Gomes,0.5,False,None,a,7,11,20.0,51,25,3,4759,4759,2700,2700,0.5,0.5,André Gomes,0
0,0,0,None,None,0,153133,None,,0,0,0,0,0.0,492,192,None,,0,3,2.6,1.6,0,Alex,0.0,0,0,0.0,493,192,159,False,0.0,490,191,0,,None,60,0,0,None,0,,153133.jpg,0.0,0,0,Iwobi,0.2,False,None,a,7,11,0.0,486,186,0,503,503,2021,2021,0.0,0.0,Iwobi,0
0,0,0,None,None,0,153673,None,,0,0,0,0,0.0,296,125,None,,0,2,2.1,1.1,0,Jonjoe,0.0,0,0,0.0,312,126,160,False,0.0,305,126,0,,None,45,0,0,None,0,,153673.jpg,0.0,0,0,Kenny,0.2,False,None,a,7,11,0.0,244,108,0,722,722,2050,2050,0.0,0.0,Kenny,0
0,0,0,0,0,0,160987,None,,0,0,0,0,0.0,390,145,None,,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,0.0,397,146,161,False,0.0,391,144,0,Achilles injury - Unknown return date,2020-08-15T10:00:11.729677Z,50,0,0,None,0,,160987.jpg,0.0,0,0,Gbamin,0.0,False,None,i,7,11,0.0,361,119,0,20,20,19,19,0.0,0.0,Gbamin,0
0,0,27,None,None,1,164511,None,,0,0,0,0,0.4,177,57,None,,0,2,3.0,2.0,6,Yerry,6.0,0,0,2.5,117,37,162,False,23.2,46,20,90,,None,55,0,0,None,0,,164511.jpg,6.0,0,0,Mina,1.3,False,None,a,7,11,1.0,132,40,6,12056,12056,4917,4917,1.1,1.1,Mina,0
0,0,4,None,None,0,173807,None,,0,0,0,0,0.0,463,179,None,,0,3,2.3,1.3,1,Tom,1.0,0,0,0.2,210,101,163,False,2.0,192,91,1,,None,55,0,0,None,0,,173807.jpg,1.0,0,0,Davies,0.1,False,None,a,7,11,0.0,450,168,1,403,403,1058,1058,0.2,0.2,Davies,0
0,2,34,None,None,1,177815,None,,1,-1,1,-1,13.7,56,6,None,,0,4,2.9,1.9,8,Dominic,8.0,0,1,8.6,19,7,164,False,38.4,21,5,88,,None,71,0,0,None,0,,177815.jpg,8.0,0,0,Calvert-Lewin,11.0,False,None,a,7,11,34.0,26,12,8,246362,246362,42034,42034,1.1,1.1,Calvert-Lewin,0
0,0,0,0,25,0,194164,None,,0,0,0,0,0.0,396,166,None,,0,2,0.0,0.4,0,Mason,0.0,0,0,0.0,402,166,165,False,0.0,396,166,0,Toe Injury - Expected back 28 Nov,2020-09-06T01:30:17.999031Z,50,0,0,None,0,,194164.jpg,0.0,0,0,Holgate,0.1,False,None,i,7,11,0.0,369,162,0,68,68,1928,1928,0.0,0.0,Holgate,0
0,0,17,None,None,1,212319,None,,0,0,0,0,13.8,55,5,None,,0,4,3.3,2.3,2,Richarlison,2.0,0,0,10.7,6,2,166,False,26.2,35,7,90,,None,80,0,0,None,0,,212319.jpg,2.0,0,0,de Andrade,10.6,False,None,a,7,11,67.0,4,2,2,78278,78278,58265,58265,0.2,0.2,Richarlison,0
0,0,0,None,None,0,222627,None,,0,0,0,0,0.0,326,36,None,,0,1,2.3,1.3,0,João,0.0,0,0,0.0,341,48,167,False,0.0,334,48,0,,None,45,0,0,None,0,,222627.jpg,0.0,0,0,Virgínia,0.1,False,None,a,7,11,0.0,282,36,0,82,82,382,382,0.0,0.0,Virgínia,0
0,0,0,None,None,0,232826,None,,0,0,0,0,0.0,330,121,None,,0,3,1.5,0.5,0,Anthony,0.0,0,0,0.0,345,122,168,False,0.0,338,119,0,,None,45,0,0,None,0,,232826.jpg,0.0,0,0,Gordon,0.7,False,None,a,7,11,0.0,287,88,0,1094,1094,5000,5000,0.0,0.0,Gordon,0
0,0,2,None,None,0,242058,None,,0,0,0,0,0.0,500,58,None,,0,4,2.3,1.3,1,Moise,1.0,0,0,0.4,199,25,169,False,0.0,498,57,1,,None,60,0,0,None,0,,242058.jpg,1.0,0,0,Kean,0.5,False,None,a,7,11,4.0,105,24,1,2386,2386,4474,4474,0.2,0.2,Kean,0
0,0,0,75,None,0,480455,None,,0,0,0,0,0.0,228,86,None,,0,2,1.1,0.5,0,Jarrad,0.0,0,0,0.0,247,87,170,False,0.0,239,87,0,Knock - 75% chance of playing,2020-09-17T01:30:16.017479Z,40,0,0,None,0,,480455.jpg,0.0,0,0,Branthwaite,3.9,False,None,d,7,11,0.0,165,62,0,5484,5484,25230,25230,0.0,0.0,Branthwaite,0
0,0,16,None,None,1,119765,None,,0,0,0,0,3.4,107,66,None,,0,3,2.3,1.3,3,Allan,3.0,0,0,2.1,138,65,502,False,18.0,69,20,90,,None,55,0,0,None,0,,119765.jpg,3.0,0,0,Marques Loureiro,1.9,False,None,a,7,11,0.0,432,157,3,25410,25410,11406,11406,0.5,0.5,Allan,0
0,0,16,None,None,1,60025,3,,0,0,0,0,58.6,2,1,None,,0,3,3.1,2.1,3,James,3.0,0,0,9.9,13,8,508,False,17.0,81,25,90,,None,75,0,0,None,0,,60025.jpg,3.0,0,0,Rodríguez,11.4,False,None,a,7,11,23.0,41,18,3,186243,186243,52643,52643,0.4,0.4,Rodríguez,0
0,0,20,None,None,1,121599,None,,0,0,0,0,44.6,8,7,None,,0,3,2.3,1.3,3,Abdoulaye,3.0,0,0,6.9,35,16,512,False,20.4,55,17,90,,None,55,0,0,None,0,,121599.jpg,3.0,0,0,Doucouré,2.6,False,None,a,7,11,4.0,101,53,3,20627,20627,15434,15434,0.5,0.5,Doucouré,0
0,0,0,None,None,0,40559,None,,0,0,0,0,0.0,202,3,None,,0,1,1.0,0.0,0,Fabricio,0.0,0,0,0.0,221,19,171,False,0.0,213,19,0,,None,40,0,0,None,0,,40559.jpg,0.0,0,0,Agosto Ramírez,2.0,False,None,a,8,54,0.0,136,3,0,4104,4104,4964,4964,0.0,0.0,Fabri,0
0,0,0,None,None,0,55038,None,,0,0,0,0,0.0,356,133,None,,0,3,1.4,0.4,0,Kevin,0.0,0,0,0.0,368,134,172,False,0.0,361,131,0,,None,50,0,0,None,0,,55038.jpg,0.0,0,0,McDonald,0.1,False,None,a,8,54,0.0,316,103,0,77,77,988,988,0.0,0.0,McDonald,0
0,0,0,None,None,0,61739,None,,0,0,0,0,0.0,261,103,None,,0,2,1.6,0.6,0,Maxime,0.0,0,0,0.0,279,104,173,False,0.0,272,104,0,,None,45,0,0,None,0,,61739.jpg,0.0,0,0,Le Marchand,0.2,False,None,a,8,54,0.0,202,82,0,95,95,2040,2040,0.0,0.0,Le Marchand,0
0,0,0,None,None,0,61916,5,,0,0,0,0,0.0,362,135,None,,0,3,1.4,0.4,0,Stefan,0.0,0,0,0.0,373,136,174,False,0.0,367,134,0,,None,50,0,0,None,0,,61916.jpg,0.0,0,0,Johansen,0.0,False,None,a,8,54,0.0,324,106,0,45,45,549,549,0.0,0.0,Johansen,0
0,0,11,None,None,0,76357,4,,0,0,0,0,10.2,84,50,4,,0,3,1.8,0.8,1,Tom,1.0,3,0,1.7,156,72,175,False,7.0,149,60,90,,None,55,0,0,None,0,,76357.jpg,1.0,0,0,Cairney,0.3,False,None,a,8,54,0.0,419,150,1,447,447,2493,2493,0.2,0.2,Cairney,1
0,0,16,None,None,0,82514,None,,0,0,0,0,0.8,155,43,None,,0,2,1.6,0.6,1,Tim,1.0,3,0,1.7,149,52,176,False,16.4,84,43,90,,None,45,0,0,None,0,,82514.jpg,1.0,0,0,Ream,0.2,False,None,a,8,54,0.0,213,89,1,958,958,1206,1206,0.2,0.2,Ream,0
0,0,0,None,None,0,83543,1,,0,0,0,0,0.0,443,168,3,,0,3,1.8,0.8,0,Anthony,0.0,0,0,0.0,444,168,177,False,0.0,439,167,0,,None,55,0,0,None,0,,83543.jpg,0.0,0,0,Knockaert,0.2,False,None,a,8,54,0.0,422,151,0,127,127,2319,2319,0.0,0.0,Knockaert,0
0,0,12,None,None,0,84915,None,,0,0,0,0,0.6,167,51,None,,0,2,1.6,0.6,0,Michael,0.0,3,0,1.7,150,53,178,False,16.8,82,41,90,,None,45,0,0,None,0,,84915.jpg,0.0,0,0,Hector,0.3,False,None,a,8,54,0.0,216,91,0,868,868,2414,2414,0.0,0.0,Hector,1
0,0,0,None,None,0,87107,None,,0,0,0,0,0.0,273,111,None,,0,2,1.6,0.6,0,Cyrus,0.0,0,0,0.0,291,112,179,False,0.0,284,112,0,,None,45,0,0,None,0,,87107.jpg,0.0,0,0,Christie,0.2,False,None,a,8,54,0.0,219,93,0,135,135,1451,1451,0.0,0.0,Christie,0
0,0,7,None,None,0,92259,6,,0,0,0,0,2.7,118,74,1,,0,3,1.4,0.4,2,Neeskens,2.0,3,0,2.2,132,64,180,False,1.0,201,97,62,,None,50,0,0,None,0,,92259.jpg,2.0,0,0,Kebano,0.2,False,None,a,8,54,18.0,57,29,2,784,784,1422,1422,0.4,0.4,Kebano,0
0,0,4,None,None,0,96994,None,,0,0,0,0,0.4,176,23,None,,0,4,1.5,0.5,1,Bobby,1.0,0,0,0.2,209,27,181,False,0.0,443,39,15,,None,55,0,0,None,0,,96994.jpg,1.0,0,0,Decordova-Reid,0.1,False,None,a,8,54,2.0,118,26,1,1111,1111,1794,1794,0.2,0.2,Decordova-Reid,0
0,0,12,None,None,0,101105,3,,0,0,0,0,4.3,100,23,5,,0,2,2.1,1.1,1,Joe,1.0,3,0,1.5,164,60,182,False,10.6,120,55,90,,None,50,0,0,None,0,,101105.jpg,1.0,0,0,Bryan,1.0,False,None,a,8,54,0.0,341,149,1,1611,1611,8495,8495,0.2,0.2,Bryan,0
0,0,0,0,0,0,122074,None,,0,0,0,0,0.0,289,32,None,,0,1,0.0,0.0,0,Marcus,0.0,0,0,0.0,306,46,183,False,0.0,299,46,0,Joined Middlesbrough on loan until the end of the season on 10/9. - Expected back 01 Jul,2020-09-10T14:30:11.949431Z,45,0,0,None,0,,122074.jpg,0.0,0,0,Bettinelli,0.1,False,None,n,8,54,0.0,236,32,0,33,33,1304,1304,0.0,0.0,Bettinelli,0
0,0,3,None,None,0,128389,None,,0,0,0,0,0.3,187,26,2,,0,4,1.8,0.8,1,Aleksandar,1.0,0,0,1.0,182,22,184,False,3.0,178,18,27,,None,60,0,0,1,0,,128389.jpg,1.0,0,0,Mitrović,21.1,False,None,a,8,54,7.0,83,23,1,35765,35765,181250,181250,0.2,0.2,Mitrović,0
0,0,0,0,0,0,149266,None,,0,0,0,0,0.0,292,123,None,,0,2,0.0,0.0,0,Alfie,0.0,0,0,0.0,308,124,185,False,0.0,301,124,0,Joined Bristol City on loan until the end of the season on 6/9. - Expected back 01 Jul,2020-09-07T02:00:12.698046Z,45,0,0,None,0,,149266.jpg,0.0,0,0,Mawson,0.0,False,None,n,8,54,0.0,239,106,0,41,41,410,410,0.0,0.0,Mawson,0
0,0,11,None,None,0,155529,None,,0,0,0,0,0.0,298,34,None,,0,1,1.8,0.8,1,Marek,1.0,3,0,1.8,144,7,186,False,18.2,67,7,90,,None,45,0,0,None,0,,155529.jpg,1.0,0,2,Rodák,0.6,False,None,a,8,54,0.0,246,34,1,3169,3169,2676,2676,0.2,0.2,Rodák,0
0,0,10,None,None,0,166324,2,,0,0,0,0,26.4,23,16,None,,0,3,1.8,0.8,2,Ivan Ricardo,2.0,3,0,3.4,84,40,187,False,7.4,144,57,90,,None,55,0,0,None,0,,166324.jpg,2.0,0,0,Neves Abreu Cavaleiro,0.2,False,None,a,8,54,0.0,442,164,2,524,524,1040,1040,0.4,0.4,Cavaleiro,0
0,0,3,None,None,0,168765,None,,0,0,0,0,3.1,111,70,None,,0,3,1.4,0.4,2,Josh,2.0,3,0,1.1,176,81,188,False,8.2,140,55,74,,None,50,0,0,None,0,,168765.jpg,2.0,0,0,Onomah,0.2,False,None,a,8,54,0.0,363,121,2,677,677,1416,1416,0.4,0.4,Onomah,0
0,0,0,None,None,0,170271,None,,-1,1,-1,1,0.0,343,128,None,,0,3,1.3,0.3,0,Jean Michaël,0.0,0,0,0.0,357,129,189,False,0.0,350,126,0,,None,49,0,0,None,0,,170271.jpg,0.0,0,0,Seri,0.1,False,None,a,8,54,0.0,300,95,0,125,125,1697,1697,0.0,0.0,Seri,0
0,0,-2,None,None,0,197030,None,,0,0,0,0,1.8,130,82,None,,0,3,1.4,0.4,2,Aboubakar,2.0,3,0,0.2,207,99,190,False,0.0,402,150,62,,None,50,0,0,2,0,,197030.jpg,2.0,0,0,Kamara,0.1,False,None,a,8,54,5.0,92,48,2,1523,1523,1341,1341,0.4,0.4,Kamara,0
0,0,4,None,None,0,203325,None,,0,0,0,0,11.8,68,44,None,,0,3,1.0,0.0,1,André-Frank,1.0,0,0,2.6,111,55,191,False,14.4,93,30,27,,None,45,0,0,None,0,,203325.jpg,1.0,0,0,Zambo Anguissa,0.8,False,None,a,8,54,0.0,267,79,1,2161,2161,4621,4621,0.2,0.2,Anguissa,0
0,0,0,0,0,0,208998,None,,0,0,0,0,0.0,317,139,None,,0,2,0.0,0.0,0,Zeze Steven,0.0,0,0,0.0,332,140,192,False,0.0,325,140,0,Joined Bristol City on loan until the end of the season on 7/9. - Expected back 01 Jul,2020-09-08T09:30:15.158422Z,45,0,0,None,0,,208998.jpg,0.0,0,0,Sessegnon,0.1,False,None,n,8,54,0.0,270,126,0,61,61,2905,2905,0.0,0.0,Sessegnon,0
0,0,14,None,None,0,153366,None,,0,0,0,0,4.5,97,60,None,,0,3,1.0,0.0,2,Harrison,2.0,3,0,1.7,151,69,373,False,12.6,109,40,90,,None,45,0,0,None,0,,153366.jpg,2.0,0,0,Reed,1.3,False,None,a,8,54,0.0,242,73,2,13569,13569,7876,7876,0.4,0.4,Reed,0
0,0,0,None,None,0,169528,None,,0,0,0,0,0.0,302,130,None,,0,2,1.6,0.6,0,Antonee,0.0,0,0,0.0,317,131,484,False,0.0,310,131,0,,None,45,0,0,None,0,,169528.jpg,0.0,0,0,Robinson,0.1,False,None,a,8,54,0.0,251,114,0,85,85,1055,1055,0.0,0.0,Robinson,0
0,0,0,None,None,0,151086,None,,0,0,0,0,0.0,293,109,None,,0,3,1.0,0.0,0,Mario,0.0,0,0,0.0,309,110,493,False,0.0,302,107,0,,None,45,0,0,None,0,,151086.jpg,0.0,0,0,Lemina,1.1,False,None,a,8,54,0.0,240,72,0,1979,1979,8939,8939,0.0,0.0,Lemina,0
0,0,0,None,None,0,84182,None,,0,0,0,0,0.0,271,26,None,,0,1,1.8,0.8,0,Alphonse,0.0,0,0,0.0,289,41,516,False,0.0,282,41,0,,None,45,0,0,None,0,,84182.jpg,0.0,0,0,Areola,1.4,False,None,a,8,54,0.0,215,26,0,7429,7429,9408,9408,0.0,0.0,Areola,0
0,0,0,None,None,0,167074,None,,0,0,0,0,0.0,300,128,None,,0,2,1.6,0.6,0,Kenny,0.0,0,0,0.0,315,129,517,False,0.0,308,129,0,,None,45,0,0,None,0,,167074.jpg,0.0,0,0,Tete,0.1,False,None,a,8,54,0.0,249,112,0,433,433,1284,1284,0.0,0.0,Tete,0
0,0,12,None,None,0,72681,None,,0,0,0,0,2.6,120,28,None,,0,2,1.6,0.6,1,Denis,1.0,3,0,2.1,136,47,525,False,11.4,115,53,90,,None,45,0,0,None,0,,72681.jpg,1.0,0,0,Odoi,0.1,False,None,a,8,54,7.0,78,15,1,1937,1937,565,565,0.2,0.2,Odoi,0
0,0,0,75,75,0,15033,None,,0,0,0,0,0.0,230,88,None,,0,2,1.6,2.0,0,Wes,0.0,0,0,0.0,249,89,216,False,0.0,241,89,0,Hamstring injury - 75% chance of playing,2020-08-30T10:00:09.559000Z,45,0,0,None,0,,15033.jpg,0.0,0,0,Morgan,0.1,False,None,d,9,13,0.0,167,64,0,163,163,954,954,0.0,0.0,Morgan,0
0,0,21,None,None,1,17745,None,,0,0,0,0,0.0,424,48,None,,0,1,3.8,4.3,6,Kasper,6.0,0,0,1.2,173,12,217,False,12.2,112,11,90,,None,55,0,0,None,0,,17745.jpg,6.0,0,1,Schmeichel,14.5,False,None,a,9,13,0.0,401,48,6,34654,34654,31304,31304,1.1,1.1,Schmeichel,0
0,0,0,100,50,0,37402,None,,0,0,0,0,0.0,240,92,2,,0,2,2.1,1.3,0,Christian,0.0,0,0,0.0,259,93,218,False,0.0,251,93,0,,2020-08-15T10:00:11.758506Z,45,0,0,None,0,,37402.jpg,0.0,0,0,Fuchs,0.1,False,None,a,9,13,0.0,177,68,0,692,692,264,264,0.0,0.0,Fuchs,0
0,0,0,0,0,0,37642,None,,0,0,0,0,0.0,428,177,None,,0,2,0.0,0.0,0,Jonny,0.0,0,0,0.0,431,177,219,False,0.0,426,177,0,Suspended until 26 Sep,2020-08-15T10:00:11.782354Z,55,0,0,None,0,,37642.jpg,0.0,0,0,Evans,0.1,False,None,s,9,13,0.0,405,173,0,159,159,879,879,0.0,0.0,Evans,0
