name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Dennis_Praet_517,0,0,8,0,12.4,517,27,1,0,2.5,4.2,2019-08-24T14:00:00Z,63,15,0,0,0,0,3,0,5078,2,1,8.0,2,-820,196,1016,55,False,0
DeAndre_Yedlin_335,0,0,0,0,0.0,335,26,0,0,0.0,0.0,2020-09-27T13:00:00Z,0,17,0,0,0,0,3,0,24837,1,1,0.0,0,-3846,926,4772,44,False,0
Kevin_Danso_532,0,0,24,1,1.6,532,23,0,0,1.4,12.4,2019-08-24T14:00:00Z,90,4,0,0,0,0,3,0,353,2,0,0.0,6,77,99,22,45,False,0
Harry_Winks_347,0,0,12,0,24.5,347,28,1,0,5.4,27.8,2019-08-25T15:30:00Z,90,13,0,0,0,0,3,0,23567,1,0,2.0,1,-1652,1360,3012,55,True,1
John_Ruddy_412,0,0,0,0,0.0,412,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,5,0,0,0,0,3,0,33351,1,1,0.0,0,-1494,826,2320,45,True,0
Nathaniel_Chalobah_374,0,0,0,0,0.0,374,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,19,0,0,0,0,3,0,15614,3,1,0.0,0,-216,1494,1710,45,True,0
Tyler_Roberts_206,0,0,2,0,5.2,206,25,0,0,0.5,0.0,2020-09-27T11:00:00Z,45,15,0,0,0,0,3,0,5570,1,0,0.0,1,-699,616,1315,50,False,0
Gabriel Teodoro_Martinelli Silva_504,0,0,0,0,0.0,504,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,10,0,0,0,0,3,0,112438,1,3,0.0,0,7199,30202,23003,45,False,0
Georginio_Wijnaldum_243,0,0,11,0,15.8,243,23,1,0,3.4,9.4,2020-09-28T19:00:00Z,90,1,0,0,0,0,3,0,111048,1,3,9.0,2,-15437,6340,21777,55,True,0
Charlie_Taylor_97,0,0,11,0,3.0,97,20,1,0,1.9,8.8,2020-09-26T19:00:00Z,90,16,0,0,0,0,3,0,328562,1,0,7.0,2,14866,66644,51778,45,True,0
Fabian_Delph_205,0,0,0,0,0.0,205,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,2,0,0,0,0,3,0,16005,0,2,0.0,0,-3987,70,4057,54,False,0
Asmir_Begovic_72,0,0,0,0,0.0,72,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,11,0,0,0,0,3,0,147643,3,1,0.0,0,-18100,2864,20964,44,True,0
Tom_Cairney_175,0,0,16,0,40.7,175,22,3,0,6.2,18.2,2020-09-28T16:45:00Z,90,2,0,0,0,0,3,0,13733,3,0,3.0,1,-4228,392,4620,54,True,1
Michael_Obafemi_381,0,0,2,0,0.1,381,20,0,0,0.1,0.4,2020-09-26T19:00:00Z,13,4,0,0,0,0,3,0,131923,1,0,0.0,1,-30763,9259,40022,49,False,0
Luke_Ayling_197,0,1,28,1,12.3,197,25,0,0,4.6,23.2,2020-09-27T11:00:00Z,90,15,0,0,0,0,3,0,260991,1,0,10.0,7,-26160,22371,48531,45,False,0
Cheikhou_Kouyaté_139,0,0,10,1,1.1,139,25,0,0,1.8,17.2,2019-08-24T14:00:00Z,82,12,0,0,0,0,3,0,9518,2,1,0.0,3,-1430,260,1690,49,False,0
Oskar_Buur_467,0,0,0,0,0.0,467,28,0,0,0.0,0.0,2020-09-27T18:00:00Z,0,19,0,0,0,0,3,0,207418,0,4,0.0,0,19637,56812,37175,40,False,0
Mateusz_Klich_198,0,0,14,1,40.4,198,25,0,0,6.5,14.8,2020-09-27T11:00:00Z,90,15,0,0,0,0,3,0,502564,1,0,10.0,3,215176,298394,83218,56,False,0
Florin_Andone_64,0,0,0,0,0.0,64,19,0,0,0.0,0.0,2020-09-26T11:30:00Z,0,13,0,0,0,0,3,0,11125,3,2,0.0,0,-3949,10186,14135,49,True,0
Ayoze_Pérez_265,0,0,10,0,24.7,265,27,1,0,4.1,12.2,2019-08-24T14:00:00Z,77,15,0,0,0,0,3,0,704801,2,1,4.0,2,-219299,18540,237839,64,False,0
Kyle_Walker_203,0,0,6,0,4.3,203,22,1,0,1.7,4.8,2019-08-25T13:00:00Z,89,3,0,0,0,0,3,0,1288564,3,1,8.0,1,22815,113317,90502,60,False,1
Patrick_Roberts_435,0,0,0,0,0.0,435,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,6,0,0,0,0,3,0,5983,3,2,0.0,0,-1401,189,1590,54,True,0
Andreas_Pereira_304,0,0,0,0,0.0,304,19,0,0,0.0,0.0,2020-09-26T11:30:00Z,0,3,0,0,0,0,3,0,5039,3,2,0.0,0,-1071,191,1262,50,False,0
Allan_Marques Loureiro_502,0,0,9,0,11.0,502,21,1,0,3.0,18.4,2020-09-26T14:00:00Z,90,6,0,0,0,0,3,0,123385,2,1,1.0,2,-16720,17310,34030,55,False,0
Grady_Diangana_446,0,0,5,0,20.2,446,27,2,0,4.4,12.0,2020-09-26T16:30:00Z,73,5,0,0,0,0,3,0,45313,3,3,12.0,2,8010,16876,8866,55,True,0
Divock_Origi_188,0,0,0,0,0.0,188,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,1,0,0,0,0,3,0,435488,1,3,0.0,0,-51457,63726,115183,56,True,0
Raúl_Jiménez_460,0,0,-1,0,7.2,460,28,4,0,5.4,0.0,2020-09-27T18:00:00Z,90,19,1,0,0,0,3,0,1561217,0,4,47.0,0,198215,349218,151003,85,False,0
Mason_Mount_120,1,2,48,0,52.1,120,27,3,1,18.4,50.8,2020-09-26T16:30:00Z,90,18,0,0,0,0,3,0,406197,3,3,81.0,12,-65777,32862,98639,69,False,0
Darren_Randolph_430,0,0,0,0,0.0,430,28,0,0,0.0,0.0,2020-09-27T18:00:00Z,0,20,0,0,0,0,3,0,16798,0,4,0.0,0,-1213,209,1422,45,True,0
Matt_Doherty_457,0,0,16,0,26.7,457,26,1,0,5.9,24.2,2020-09-27T13:00:00Z,90,14,0,0,0,0,3,0,1155317,1,1,8.0,2,-242759,45516,288275,60,True,0
Ryan_Fraser_507,0,0,0,0,0.0,507,26,0,0,0.0,0.0,2020-09-27T13:00:00Z,0,17,0,0,0,0,3,0,42093,1,1,0.0,0,-18454,2181,20635,60,False,0
Trent_Alexander-Arnold_182,1,0,29,0,80.3,182,24,1,0,17.5,38.4,2019-08-24T16:30:00Z,90,1,0,0,0,0,3,0,1412954,1,3,56.0,5,-105350,46981,152331,70,True,0
Luke_Thomas_240,0,0,0,0,0.0,240,24,0,0,0.0,0.0,2020-09-27T15:30:00Z,0,12,0,0,0,0,3,0,18678,5,2,0.0,0,-4224,896,5120,44,False,0
Cédric_Soares_5,0,0,0,0,0.0,5,23,0,0,0.0,0.0,2020-09-28T19:00:00Z,0,11,0,0,0,0,3,0,20173,1,3,0.0,0,-8218,449,8667,49,False,0
Erik_Lamela_346,0,0,7,0,14.5,346,28,1,0,3.8,3.4,2019-08-25T15:30:00Z,61,13,0,0,0,0,3,0,167211,1,0,20.0,2,103072,122289,19217,60,True,0
Xherdan_Shaqiri_247,0,0,0,0,0.0,247,23,0,0,0.0,0.0,2020-09-28T19:00:00Z,0,1,0,0,0,0,3,0,2993,1,3,0.0,0,-540,98,638,64,True,0
Ross_Barkley_106,0,0,0,0,0.0,106,22,0,0,0.0,0.0,2020-09-28T16:45:00Z,0,8,0,0,0,0,3,0,19252,3,0,0.0,0,-2661,1476,2277,59,False,0
Dennis_Srbeny_279,0,0,3,0,0.1,279,26,0,0,0.2,2.2,2019-08-24T11:30:00Z,9,6,0,0,0,0,3,0,3949,3,2,0.0,1,-328,895,1223,54,True,0
Pierre-Emerick_Aubameyang_11,1,0,17,0,25.3,11,24,3,0,5.5,7.0,2019-08-24T16:30:00Z,90,10,0,0,0,0,3,0,1573634,1,3,23.0,5,-248663,52971,301634,110,False,0
Grady_Diangana_398,0,0,0,0,0.0,398,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,18,0,0,0,0,3,0,4323,3,1,0.0,0,-698,175,873,45,False,0
Alexander_Tettey_289,0,0,0,0,0.0,289,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,6,0,0,0,0,3,0,13427,3,2,0.0,0,929,2249,1320,45,True,0
Oleksandr_Zinchenko_206,0,0,20,0,65.3,206,22,1,0,9.1,25.2,2019-08-25T13:00:00Z,90,3,0,0,0,0,3,0,735688,3,1,0.0,2,36378,116136,79758,55,False,0
Aymeric_Laporte_280,0,0,0,0,0.0,280,24,0,0,0.0,0.0,2020-09-27T15:30:00Z,0,9,0,0,0,0,3,0,212908,5,2,0.0,0,-88900,1943,90843,60,True,0
Sander_Berge_360,0,0,10,0,22.4,360,25,1,0,3.8,12.0,2020-09-27T11:00:00Z,90,10,0,0,0,0,3,0,11089,1,0,4.0,2,-161,1686,1847,50,True,0
Luka_Milivojevic_134,0,0,3,0,10.9,134,25,1,0,2.2,10.6,2019-08-24T14:00:00Z,90,12,0,0,0,0,3,0,369198,2,1,0.0,1,-100915,2642,103557,69,False,1
Lewis_Dunk_62,0,0,5,0,0.8,62,19,3,0,0.3,0.6,2020-09-26T11:30:00Z,90,13,1,0,0,0,3,0,510370,3,2,2.0,-2,-14632,30378,45010,50,True,1
Kelechi_Iheanacho_167,0,0,0,0,0.0,167,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,15,0,0,0,0,3,0,19598,2,1,0.0,0,-3483,843,4326,59,False,0
Wes_Foderingham_350,0,0,0,0,0.0,350,25,0,0,0.0,0.0,2020-09-27T11:00:00Z,0,10,0,0,0,0,3,0,9815,1,0,0.0,0,-988,174,1162,45,True,0
Alex_McCarthy_318,0,0,0,0,0.0,318,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,4,0,0,0,0,3,0,37397,2,0,0.0,0,-4332,101,4433,45,False,0
Ben_Mee_83,0,0,11,0,0.2,83,30,1,0,2.4,19.4,2019-08-25T15:30:00Z,90,20,0,0,0,0,3,0,53156,1,1,4.0,2,-1628,2770,4398,50,False,0
Joseph_Willock_20,0,0,0,0,0.0,20,23,0,0,0.0,0.0,2020-09-28T19:00:00Z,0,11,0,0,0,0,3,0,6446,1,3,0.0,0,-943,528,1471,49,False,0
Pierre-Emile_Højbjerg_325,0,0,3,1,2.8,325,23,0,0,0.9,6.0,2019-08-24T14:00:00Z,90,4,0,0,0,0,3,0,40492,2,0,0.0,2,-6074,985,7059,50,False,1
Solomon_March_65,0,1,31,0,18.2,65,19,3,1,13.1,47.2,2020-09-26T11:30:00Z,90,13,0,0,0,0,3,0,5890,3,2,66.0,8,658,2011,1353,50,True,0
Nicolas_Pépé_488,0,0,2,0,17.7,488,24,3,0,7.2,15.0,2019-08-24T16:30:00Z,90,10,0,0,0,0,3,0,215718,1,3,39.0,2,-74338,7008,81346,94,False,0
Bernardo Mota_Veiga de Carvalho e Silva_281,0,0,0,0,0.0,281,24,0,0,0.0,0.0,2020-09-27T15:30:00Z,0,9,0,0,0,0,3,0,30180,5,2,0.0,0,-14252,977,15229,75,True,0
Jamal_Lewis_513,0,0,-1,0,0.2,513,26,0,0,0.0,0.0,2020-09-27T13:00:00Z,21,17,0,0,0,0,3,0,195388,1,1,0.0,0,-49564,22304,71868,45,False,1
Eric_Bailly_310,0,0,3,0,0.0,310,19,1,0,0.1,1.2,2020-09-26T11:30:00Z,8,3,0,0,0,0,3,0,20150,3,2,0.0,1,-758,3237,3995,50,False,0
Jack_Robinson_352,0,0,5,0,0.4,352,25,1,0,2.4,9.0,2020-09-27T11:00:00Z,90,10,0,0,0,0,3,0,10695,1,0,15.0,2,-1621,246,1867,44,True,0
Callum_Wilson_67,1,0,11,0,20.5,67,22,3,0,4.5,5.0,2019-08-25T13:00:00Z,68,11,0,0,0,0,3,0,793719,3,1,19.0,5,-266061,20971,287032,79,True,0
Phil_Jagielka_444,0,0,0,0,0.0,444,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,9,0,0,0,0,3,0,39627,2,1,0.0,0,-5193,747,5940,44,True,0
Shane_Long_361,0,0,0,0,0.0,361,20,0,0,0.0,0.0,2020-09-26T19:00:00Z,0,4,0,0,0,0,3,0,75601,1,0,0.0,0,-17661,5513,23174,54,False,0
Miguel_Almirón_266,0,0,3,1,1.4,266,28,0,0,4.5,8.0,2019-08-25T15:30:00Z,90,17,0,0,0,0,3,0,45244,1,0,36.0,3,-12107,1383,13490,60,False,0
Jesse_Lingard_301,0,0,0,0,0.0,301,19,0,0,0.0,0.0,2020-09-26T11:30:00Z,0,3,0,0,0,0,3,0,14109,3,2,0.0,0,-2884,831,3715,60,False,0
Nampalys_Mendy_179,0,0,2,0,0.0,179,27,0,0,0.1,1.2,2019-08-24T14:00:00Z,1,15,0,0,0,0,3,0,51575,2,1,0.0,1,-2205,3598,5803,45,False,0
Robert_Snodgrass_393,0,0,0,0,0.0,393,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,18,0,0,0,0,3,0,16524,3,1,0.0,0,-1396,719,2115,55,False,0
Richarlison_de Andrade_150,0,0,13,0,3.0,150,21,1,0,3.2,10.8,2019-08-23T19:00:00Z,77,2,0,0,0,0,3,0,476562,0,2,18.0,2,-88177,17655,105832,80,False,0
Kieron_Freeman_292,0,0,0,0,0.0,292,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,9,0,0,0,0,3,0,8608,2,1,0.0,0,-1261,304,1565,44,True,0
Paulo_Gazzaniga_341,0,0,0,0,0.0,341,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,13,0,0,0,0,3,0,16202,1,0,0.0,0,-967,219,1186,45,True,0
Pascal_Groß_57,0,0,5,0,16.2,57,19,1,0,3.0,4.0,2020-09-26T11:30:00Z,16,13,0,0,0,0,3,0,8573,3,2,10.0,1,-2499,328,2827,59,True,0
Adama_Traoré_417,0,0,1,0,0.8,417,30,0,0,0.9,0.6,2019-08-25T15:30:00Z,14,5,0,0,0,0,3,0,20573,1,1,8.0,1,474,3360,2886,50,True,0
Mohamed_Elyounoussi_322,0,0,0,0,0.0,322,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,4,0,0,0,0,3,0,3550,2,0,0.0,0,-527,41,568,54,False,0
Solomon_March_55,0,0,13,0,24.4,55,23,1,0,7.0,20.4,2019-08-24T14:00:00Z,67,16,0,0,0,0,3,0,29978,2,0,25.0,2,-3722,1635,5357,50,True,0
Ethan_Ampadu_509,0,0,12,0,0.4,509,25,1,0,2.5,22.8,2020-09-27T11:00:00Z,90,10,0,0,0,0,3,0,51373,1,0,2.0,2,-4191,4301,8492,45,True,0
Ivan_Cavaleiro_419,0,0,0,0,0.0,419,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,5,0,0,0,0,3,0,599,1,1,0.0,0,-67,42,109,50,True,0
Denis_Odoi_525,0,0,10,0,17.3,525,22,3,0,3.6,19.0,2020-09-28T16:45:00Z,90,2,0,0,0,0,3,0,6002,3,0,0.0,0,189,1455,1266,45,True,1
Antonee_Robinson_484,0,0,0,0,0.0,484,22,0,0,0.0,0.0,2020-09-28T16:45:00Z,0,2,0,0,0,0,3,0,7229,3,0,0.0,0,-1137,265,1402,44,True,0
Paul_Dummett_331,0,0,0,0,0.0,331,26,0,0,0.0,0.0,2020-09-27T13:00:00Z,0,17,0,0,0,0,3,0,1364,1,1,0.0,0,-300,27,327,45,False,0
Christian_Walton_503,0,0,0,0,0.0,503,19,0,0,0.0,0.0,2020-09-26T11:30:00Z,0,13,0,0,0,0,3,0,96007,3,2,0.0,0,-7810,2973,10783,40,True,0
Scott_Dann_486,0,0,0,0,0.0,486,21,0,0,0.0,0.0,2020-09-26T14:00:00Z,0,7,0,0,0,0,3,0,72733,2,1,0.0,0,-10225,8490,18715,45,True,0
Conor_Townsend_418,0,0,9,0,1.4,418,27,3,0,1.8,12.2,2020-09-26T16:30:00Z,90,5,0,0,0,0,3,0,5451,3,3,4.0,1,-143,599,742,45,True,0
Willy_Boly_405,0,2,25,0,21.8,405,30,1,0,5.1,28.8,2019-08-25T15:30:00Z,90,5,0,0,0,0,3,0,476123,1,1,0.0,4,32943,68997,36054,50,True,0
Sergio_Agüero_210,0,3,58,0,34.6,210,22,1,2,17.8,75.6,2019-08-25T13:00:00Z,90,3,0,0,0,0,3,0,996740,3,1,68.0,13,-62711,38780,101491,120,False,0
Teden_Mengi_319,0,0,0,0,0.0,319,19,0,0,0.0,0.0,2020-09-26T11:30:00Z,0,3,0,0,0,0,3,0,48603,3,2,0.0,0,-1011,5010,6021,40,False,0
Manuel_Lanzini_439,0,0,0,0,0.0,439,28,0,0,0.0,0.0,2020-09-27T18:00:00Z,0,20,0,0,0,0,3,0,3676,0,4,0.0,0,-471,330,801,65,True,0
Ilkay_Gündogan_271,0,0,0,0,0.0,271,24,0,0,0.0,0.0,2020-09-27T15:30:00Z,0,9,0,0,0,0,3,0,23822,5,2,0.0,0,-14468,1806,16274,55,True,0
Michael_Obafemi_314,0,0,0,0,0.0,314,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,4,0,0,0,0,3,0,15246,2,0,0.0,0,-1561,970,2531,50,False,0
Yan_Valery_378,0,0,0,0,0.0,378,20,0,0,0.0,0.0,2020-09-26T19:00:00Z,0,4,0,0,0,0,3,0,5481,1,0,0.0,0,-782,250,1032,49,False,0
Robbie_Brady_95,0,0,0,0,0.0,95,20,0,0,0.0,0.0,2020-09-26T19:00:00Z,0,16,0,0,0,0,3,0,3913,1,0,0.0,0,-1105,186,1291,50,True,0
Gary_Cahill_125,0,0,0,0,0.0,125,21,0,0,0.0,0.0,2020-09-26T14:00:00Z,0,7,0,0,0,0,3,0,5103,2,1,0.0,0,-899,195,1094,45,True,0
Simon_Moore_436,0,0,0,0,0.0,436,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,9,0,0,0,0,3,0,6218,2,1,0.0,0,-455,65,520,45,True,0
David_Brooks_76,0,0,0,0,0.0,76,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,11,0,0,0,0,3,0,12919,3,1,0.0,0,-3998,71,4069,64,True,0
Raheem_Sterling_214,0,1,30,0,12.8,214,22,1,1,12.1,43.2,2019-08-25T13:00:00Z,90,3,0,0,0,0,3,0,2784422,3,1,65.0,8,331963,360262,28299,122,False,0
Fernando_Luiz Rosa_266,0,0,6,0,8.0,266,24,1,0,4.9,15.6,2020-09-27T15:30:00Z,50,9,0,0,0,0,3,0,102781,5,2,25.0,1,10459,20444,9985,55,True,0
Dara_O'Shea_425,0,0,12,0,0.0,425,27,3,0,2.0,20.2,2020-09-26T16:30:00Z,90,5,0,0,0,0,3,0,17624,3,3,0.0,1,-2823,478,3301,45,True,0
Granit_Xhaka_9,0,0,8,0,3.4,9,23,2,0,1.0,6.8,2020-09-28T19:00:00Z,59,11,0,0,0,0,3,0,53341,1,3,0.0,1,-8902,3582,12484,55,False,0
Kepa_Arrizabalaga_111,0,0,14,0,0.0,111,26,2,0,2.4,24.0,2019-08-24T11:30:00Z,90,14,0,0,0,0,3,3,354050,3,2,0.0,2,-10200,18678,28878,55,False,0
Chris_Basham_345,0,0,7,0,1.5,345,25,1,0,2.7,19.6,2020-09-27T11:00:00Z,90,10,0,0,0,0,3,0,113907,1,0,6.0,2,-14673,4266,18939,50,True,0
José Diogo_Dalot Teixeira_229,0,0,0,0,0.0,229,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,7,0,0,0,0,3,0,10163,2,1,0.0,0,-1533,389,1922,49,True,0
Mateo_Kovacic_107,0,0,9,0,2.8,107,27,3,0,0.9,5.6,2020-09-26T16:30:00Z,45,18,0,0,0,0,3,0,24340,3,3,1.0,1,3183,7357,4174,55,False,0
Ezri_Konsa Ngoyo_452,0,0,0,0,0.0,452,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,8,0,0,0,0,3,0,4638,0,2,0.0,0,-482,48,530,45,True,0
Ahmed_El Mohamady_29,0,0,0,0,0.0,29,22,0,0,0.0,0.0,2020-09-28T16:45:00Z,0,8,0,0,0,0,3,0,30390,3,0,0.0,0,-3639,1678,5317,45,False,0
Alfie_Mawson_185,0,0,0,0,0.0,185,22,0,0,0.0,0.0,2020-09-28T16:45:00Z,0,2,0,0,0,0,3,0,1020,3,0,0.0,0,-362,21,383,44,True,0
Abdoulaye_Doucouré_512,0,0,12,0,4.7,512,21,1,0,5.2,14.6,2020-09-26T14:00:00Z,90,6,0,0,0,0,3,0,130294,2,1,33.0,2,-43447,7437,50884,55,False,0
Ibrahim_Amadou_507,0,0,0,0,0.0,507,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,6,0,0,0,0,3,0,4077,3,2,0.0,0,719,1306,587,45,True,0
Frederick_Woodman_264,0,0,0,0,0.0,264,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,17,0,0,0,0,3,0,63511,1,0,0.0,0,-1765,2053,3818,40,False,0
Pablo_Hernández Domínguez_193,0,0,0,0,0.0,193,25,0,0,0.0,0.0,2020-09-27T11:00:00Z,0,15,0,0,0,0,3,0,52255,1,0,0.0,0,-59014,745,59759,59,False,0
Max_Kilman_408,0,0,0,0,0.0,408,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,5,0,0,0,0,3,0,121124,1,1,0.0,0,-232,10173,10405,40,True,0
Martin_Kelly_128,0,0,11,0,0.0,128,25,1,0,1.9,17.4,2019-08-24T14:00:00Z,90,12,0,0,0,0,3,0,1705953,2,1,2.0,2,78660,171051,92391,40,False,0
Jack_Colback_482,0,0,0,0,0.0,482,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,17,0,0,0,0,3,0,3471,1,0,0.0,0,-363,75,438,45,False,0
Aboubakar_Kamara_190,0,0,1,0,37.4,190,22,1,0,4.3,6.0,2020-09-28T16:45:00Z,51,2,0,0,0,0,3,0,8392,3,0,0.0,0,-1099,1028,2127,50,True,1
Sebastian_Prödl_361,0,0,0,0,0.0,361,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,19,0,0,0,0,3,0,105874,3,1,0.0,0,-4896,4414,9310,40,True,0
Christoph_Zimmermann_275,0,0,0,0,0.0,275,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,6,0,0,0,0,3,0,1245,3,2,0.0,0,-139,25,164,45,True,0
Bjorn_Engels_455,0,3,28,1,0.3,455,21,0,0,3.1,28.4,2019-08-23T19:00:00Z,90,8,0,0,0,0,3,0,8311,0,2,2.0,9,-328,378,706,45,True,0
Callum_Slattery_327,0,0,0,0,0.0,327,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,4,0,0,0,0,3,0,11891,2,0,0.0,0,-869,527,1396,45,False,0
Alexis_Sánchez_240,0,0,0,0,0.0,240,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,7,0,0,0,0,3,0,43325,2,1,0.0,0,-9208,174,9382,69,True,0
Martin_Dubravka_326,0,0,0,0,0.0,326,26,0,0,0.0,0.0,2020-09-27T13:00:00Z,0,17,0,0,0,0,3,0,18941,1,1,0.0,0,-3856,161,4017,50,False,0
Robin_Koch_491,0,0,25,1,0.3,491,25,0,0,1.8,18.0,2020-09-27T11:00:00Z,90,15,0,0,0,0,3,0,39477,1,0,0.0,6,-2971,4413,7384,45,False,0
Dwight_Gayle_329,0,0,0,0,0.0,329,26,0,0,0.0,0.0,2020-09-27T13:00:00Z,0,17,0,0,0,0,3,0,2098,1,1,0.0,0,-484,51,535,59,False,0
Romain_Saïss_407,0,0,0,0,0.0,407,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,5,0,0,0,0,3,0,17094,1,1,0.0,0,-1781,568,2349,45,True,0
Lucas_Torreira_19,0,0,0,0,0.0,19,23,0,0,0.0,0.0,2020-09-28T19:00:00Z,0,11,0,0,0,0,3,0,13789,1,3,0.0,0,-2285,1248,3533,49,False,0
Pedro_Lomba Neto_474,0,0,12,0,43.5,474,28,4,0,6.0,8.4,2020-09-27T18:00:00Z,90,19,0,0,0,0,3,0,44254,0,4,8.0,2,8598,19559,10961,55,False,0
Jamie_Vardy_224,0,3,82,0,0.5,224,24,2,3,17.7,105.2,2020-09-27T15:30:00Z,84,12,0,0,0,0,3,0,1345440,5,2,71.0,17,-247620,71441,319061,100,False,0
Rodrigo_Hernandez_286,0,0,14,0,8.0,286,24,5,0,2.4,12.6,2020-09-27T15:30:00Z,90,9,0,0,0,0,3,0,36118,5,2,3.0,2,-3393,3472,6865,55,True,0
Mahmoud Ahmed_Ibrahim Hassan_465,0,0,-2,1,11.5,465,21,0,0,2.0,4.2,2019-08-23T19:00:00Z,85,8,0,0,0,0,3,0,163203,0,2,4.0,2,-29366,9104,38470,55,True,1
Cheikhou_Kouyaté_133,0,2,29,0,0.2,133,21,2,1,8.9,46.4,2020-09-26T14:00:00Z,90,7,0,0,0,0,3,0,17336,2,1,42.0,9,-915,1869,2784,50,True,0
Matija_Sarkic_472,0,0,0,0,0.0,472,28,0,0,0.0,0.0,2020-09-27T18:00:00Z,0,19,0,0,0,0,3,0,10661,0,4,0.0,0,-767,158,925,45,False,0
Pablo_Fornals_399,0,0,4,0,1.1,399,29,0,0,2.7,8.4,2019-08-24T14:00:00Z,12,18,0,0,0,0,3,0,43487,3,1,17.0,1,-10974,592,11566,64,False,0
